pincode,officename,divisionname,statename
506356,Jookal,Hanamkonda,Telangana
506015,K C Colony,Hanamkonda,Telangana
506302,Kadavendi,Hanamkonda,Telangana
506223,Kadaverugu,Hanamkonda,Telangana
506003,Kadipikonda,Hanamkonda,Telangana
506347,Kalvapalli,Hanamkonda,Telangana
506201,Kalyam,Hanamkonda,Telangana
506172,Kamalapur Town Ship,Hanamkonda,Telangana
506344,Kamaram,Hanamkonda,Telangana
506302,Kamareddigudem,Hanamkonda,Telangana
506319,Kamareddipalli,Hanamkonda,Telangana
506244,Kanchanpalli,Hanamkonda,Telangana
506348,Kaniparthy (Ch),Hanamkonda,Telangana
506352,Kannaigudem,Hanamkonda,Telangana
506391,Kantatmakur,Hanamkonda,Telangana
506347,Karlapalli,Hanamkonda,Telangana
506352,Kasimdevipet,Hanamkonda,Telangana
506344,Katapur,Hanamkonda,Telangana
506172,Kathigudem,Hanamkonda,Telangana
506224,Katkur,Hanamkonda,Telangana
506349,Katrepalli,Hanamkonda,Telangana
506003,Kazipet,Hanamkonda,Telangana
506343,Keshavapur,Hanamkonda,Telangana
506221,Kesireddypalli,Hanamkonda,Telangana
506348,Kodavatancha,Hanamkonda,Telangana
506221,Kodavatur,Hanamkonda,Telangana
506303,Kodur,Hanamkonda,Telangana
506303,Kolkonda,Hanamkonda,Telangana
506244,Komandla,Hanamkonda,Telangana
506355,Komaravalli,Hanamkonda,Telangana
506172,Komatipalli,Hanamkonda,Telangana
506168,Kompalli,Hanamkonda,Telangana
506165,Kondai,Hanamkonda,Telangana
506003,Kondaparthy,Hanamkonda,Telangana
506367,Kondapur,Hanamkonda,Telangana
506145,Kondapur,Hanamkonda,Telangana
506345,Kondapur,Hanamkonda,Telangana
506221,Konney,Hanamkonda,Telangana
506367,Kootigal,Hanamkonda,Telangana
506319,Koppula,Hanamkonda,Telangana
506319,Kothagattu Singaram,Hanamkonda,Telangana
506170,Kothapalli (G),Hanamkonda,Telangana
506301,Kothapalli,Hanamkonda,Telangana
506303,Kothapalli,Hanamkonda,Telangana
506348,Kothapalli(V),Hanamkonda,Telangana
506352,Kothur,Hanamkonda,Telangana
506391,Kowkonda,Hanamkonda,Telangana
506301,Krishnajigudem,Hanamkonda,Telangana
506170,KTPP,Hanamkonda,Telangana
506356,Kundanpalli,Hanamkonda,Telangana
506303,Kundaram,Hanamkonda,Telangana
506143,Kunur,Hanamkonda,Telangana
506252,Kurchapalli,Hanamkonda,Telangana
506151,Kyathampalli,Hanamkonda,Telangana
506224,Ladnoor,Hanamkonda,Telangana
506347,Laknavaram,Hanamkonda,Telangana
506001,Lashkar Bazar,Hanamkonda,Telangana
506302,Laxmakkapalli,Hanamkonda,Telangana
506168,Laxmareddipalli,Hanamkonda,Telangana
506345,Laxmidevipet,Hanamkonda,Telangana
506342,Laxmipur,Hanamkonda,Telangana
506348,Lingal,Hanamkonda,Telangana
506347,Lingala,Hanamkonda,Telangana
506201,Lingala Ghanpur,Hanamkonda,Telangana
506223,Lingampalli,Hanamkonda,Telangana
506145,Lingampalli,Hanamkonda,Telangana
506367,Lingapur,Hanamkonda,Telangana
506344,Machapur,Hanamkonda,Telangana
506343,Madanpalli,Hanamkonda,Telangana
506367,Maddur (Warangal),Hanamkonda,Telangana
506302,Madhapur,Hanamkonda,Telangana
506142,Madikonda,Hanamkonda,Telangana
506371,Madipalli,Hanamkonda,Telangana
506348,Madthapalli,Hanamkonda,Telangana
506003,Malakpalli,Hanamkonda,Telangana
506145,Malkapur (Warangal),Hanamkonda,Telangana
506349,Mallampalli,Hanamkonda,Telangana
506151,Mallikudurla,Hanamkonda,Telangana
506172,Mallur,Hanamkonda,Telangana
506244,Manchupahad,Hanamkonda,Telangana
506244,Mandelagudem,Hanamkonda,Telangana
506172,Mangapet,Hanamkonda,Telangana
506175,Marigadi,Hanamkonda,Telangana
506224,Marmamul,Hanamkonda,Telangana
506355,Marrimuchal,Hanamkonda,Telangana
506303,Marudkalan,Hanamkonda,Telangana
506301,Meedikonda,Hanamkonda,Telangana
506244,Mekhal Ghat,Hanamkonda,Telangana
506366,Metpalli,Hanamkonda,Telangana
506366,Mogullapalli,Hanamkonda,Telangana
506349,Mohd.Gouspalli,Hanamkonda,Telangana
506302,Mondrai,Hanamkonda,Telangana
506366,Motlapalli,Hanamkonda,Telangana
506015,Mucherla,Hanamkonda,Telangana
506349,Muddunur,Hanamkonda,Telangana
506003,Mulkalagudem,Hanamkonda,Telangana
506366,Mulkalapally,Hanamkonda,Telangana
506343,Mulug,Hanamkonda,Telangana
506165,Muppanapalli,Hanamkonda,Telangana
506142,Mupparam,Hanamkonda,Telangana
506224,Mustial,Hanamkonda,Telangana
506342,Mustialapalli,Hanamkonda,Telangana
506345,Mylaram,Hanamkonda,Telangana
506391,Nadikuda,Hanamkonda,Telangana
506223,Nagapuri,Hanamkonda,Telangana
506169,Nagaram,Hanamkonda,Telangana
506391,Nagaram,Hanamkonda,Telangana
506371,Nagaram,Hanamkonda,Telangana
506221,Nagireddipalli,Hanamkonda,Telangana
506009,Naimnagar,Hanamkonda,Telangana
506170,Nainpak,Hanamkonda,Telangana
506349,Nallabelli,Hanamkonda,Telangana
506345,Nallakunta,Hanamkonda,Telangana
506142,Narayanagiri,Hanamkonda,Telangana
506244,Narayanpur,Hanamkonda,Telangana
506347,Narlapur,Hanamkonda,Telangana
506391,Narlapur,Hanamkonda,Telangana
506175,Narmetta,Hanamkonda,Telangana
506223,Narsaipalli,Hanamkonda,Telangana
506391,Narsakkapalli,Hanamkonda,Telangana
506224,Narsapur,Hanamkonda,Telangana
506343,Narsapur,Hanamkonda,Telangana
506344,Narsapur(Bore),Hanamkonda,Telangana
506172,Narsimhasagar,Hanamkonda,Telangana
506144,Naskal,Hanamkonda,Telangana
506356,Nawabpet,Hanamkonda,Telangana
506342,Neerukulla,Hanamkonda,Telangana
506303,Nelapogula,Hanamkonda,Telangana
506175,Nellutla,Hanamkonda,Telangana
506143,Nemiligonda,Hanamkonda,Telangana
506349,Neredupalli,Hanamkonda,Telangana
506244,Nidigonda,Hanamkonda,Telangana
506303,Nirmal,Hanamkonda,Telangana
506221,Obulkeshavapur,Hanamkonda,Telangana
506347,Oorattam,Hanamkonda,Telangana
506342,Oorugonda,Hanamkonda,Telangana
506223,Padamatikeshavapur,Hanamkonda,Telangana
506252,Palakurthy,Hanamkonda,Telangana
506165,Palampet,Hanamkonda,Telangana
506144,Pallagutta,Hanamkonda,Telangana
506344,Pambapur,Hanamkonda,Telangana
506143,Pamnoor,Hanamkonda,Telangana
506349,Pandikunta,Hanamkonda,Telangana
506356,Pangidipalli,Hanamkonda,Telangana
506164,Parkal,Hanamkonda,Telangana
506366,Parlapalli,Hanamkonda,Telangana
506342,Pasaragonda,Hanamkonda,Telangana
506201,Pasaramadla,Hanamkonda,Telangana
506347,Pasra,Hanamkonda,Telangana
506319,Pathipak,Hanamkonda,Telangana
506352,Pathipalli,Hanamkonda,Telangana
506319,Peddakodepak,Hanamkonda,Telangana
506366,Peddakomati Palli,Hanamkonda,Telangana
506175,Peddapahad,Hanamkonda,Telangana
506151,Peddapendyal,Hanamkonda,Telangana
506342,Peddapur,Hanamkonda,Telangana
506168,Peddapur,Hanamkonda,Telangana
506221,Peddaramancherla,Hanamkonda,Telangana
506145,Peesara,Hanamkonda,Telangana
506015,Pegadapalli,Hanamkonda,Telangana
506371,Pembarthy,Hanamkonda,Telangana
506201,Pembarthy,Hanamkonda,Telangana
506366,Pidicilla,Hanamkonda,Telangana
506221,Pochannapet,Hanamkonda,Telangana
506172,Poredupalli,Hanamkonda,Telangana
506355,Posanpalli,Hanamkonda,Telangana
506223,Pothireddipalli,Hanamkonda,Telangana
506366,Pothugal,Hanamkonda,Telangana
506391,Puligilla,Hanamkonda,Telangana
506345,Pullampet,Hanamkonda,Telangana
506342,Pulukurthy,Hanamkonda,Telangana
506244,Quilashapur,Hanamkonda,Telangana
506004,R E College,Hanamkonda,Telangana
506344,Raghavapatnam,Hanamkonda,Telangana
506301,Raghavapur,Hanamkonda,Telangana
506356,Raghavareddipet,Hanamkonda,Telangana
506244,Raghunath Pally,Hanamkonda,Telangana
506143,Raghunathpalli,Hanamkonda,Telangana
506391,Raiparthy,Hanamkonda,Telangana
506165,Rajannapet,Hanamkonda,Telangana
506144,Rajavaram,Hanamkonda,Telangana
506172,Rajupet,Hanamkonda,Telangana
506221,Ramachandrapuram,Hanamkonda,Telangana
506349,Ramachandrapuram,Hanamkonda,Telangana
506172,Ramachandrunipet,Hanamkonda,Telangana
506356,Ramakistapur,Hanamkonda,Telangana
506172,Ramanakkapet,Hanamkonda,Telangana
506165,Ramannagudem,Hanamkonda,Telangana
506348,Ramannagudem,Hanamkonda,Telangana
506345,Ramanujpur,Hanamkonda,Telangana
506303,Ramarajpalli,Hanamkonda,Telangana
506151,Rampur,Hanamkonda,Telangana
506347,Rampur,Hanamkonda,Telangana
506223,Ramsagar,Hanamkonda,Telangana
506348,Rangaiahpalli,Hanamkonda,Telangana
506344,Rangapur,Hanamkonda,Telangana
506349,Rangapur,Hanamkonda,Telangana
506366,Rangapur,Hanamkonda,Telangana
506347,Rangapur Project Nagar,Hanamkonda,Telangana
506367,Rebarthy,Hanamkonda,Telangana
506011,Reddicolony,Hanamkonda,Telangana
506348,Regonda,Hanamkonda,Telangana
506349,Relakunta,Hanamkonda,Telangana
506348,Repak,Hanamkonda,Telangana
506348,Repakpalli,Hanamkonda,Telangana
506165,Roheer,Hanamkonda,Telangana
506349,Rudragudem,Hanamkonda,Telangana
506142,Saipet,Hanamkonda,Telangana
506224,Salakpur,Hanamkonda,Telangana
506223,Salvapur,Hanamkonda,Telangana
506252,Samudrala,Hanamkonda,Telangana
506352,Sarvapur,Hanamkonda,Telangana
506302,Seetarampur,Hanamkonda,Telangana
506371,Seethampet,Hanamkonda,Telangana
506165,Shahpalli,Hanamkonda,Telangana
506142,Shalapalli,Hanamkonda,Telangana
506175,Shamirpet,Hanamkonda,Telangana
506349,Shanigaram,Hanamkonda,Telangana
506302,Shatapur,Hanamkonda,Telangana
506319,Shayampet,Hanamkonda,Telangana
506165,Shivapuram,Hanamkonda,Telangana
506143,Shivunipalli,Hanamkonda,Telangana
506151,Shodesha Palli,Hanamkonda,Telangana
506201,Siddanki,Hanamkonda,Telangana
506303,Singarajpalli,Hanamkonda,Telangana
506201,Siripuram,Hanamkonda,Telangana
506367,Solipuram,Hanamkonda,Telangana
506145,Sreepathipalli,Hanamkonda,Telangana
506001,Subedari,Hanamkonda,Telangana
506348,Sultanpur,Hanamkonda,Telangana
506355,Tadur Bo',Hanamkonda,Telangana
506344,Tadvai,Hanamkonda,Telangana
506319,Taharapur,Hanamkonda,Telangana
506221,Tammadapalli,Hanamkonda,Telangana
506143,Tanedarpalli,Hanamkonda,Telangana
506003,Taralapalli,Hanamkonda,Telangana
506151,Tatikayala,Hanamkonda,Telangana
506301,Tatikonda,Hanamkonda,Telangana
506143,Teegaram,Hanamkonda,Telangana
506003,Tekulagudem,Hanamkonda,Telangana
506356,Tekumatla,Hanamkonda,Telangana
506143,Thammadapalli,Hanamkonda,Telangana
506224,Tharigoppula,Hanamkonda,Telangana
506172,Thimmampet,Hanamkonda,Telangana
506143,Thimmampet,Hanamkonda,Telangana
506345,Thimmapur,Hanamkonda,Telangana
506348,Tirumalagiri,Hanamkonda,Telangana
506356,Tirumalapur,Hanamkonda,Telangana
506302,Torrur,Hanamkonda,Telangana
506165,Tupakulagudem,Hanamkonda,Telangana
506370,Unikicherla,Hanamkonda,Telangana
506143,Uppugal,Hanamkonda,Telangana
506175,Vadlakonda,Hanamkonda,Telangana
506170,Vadthal,Hanamkonda,Telangana
506367,Vallampatla,Hanamkonda,Telangana
506391,Varikol,Hanamkonda,Telangana
506223,Veecharani,Hanamkonda,Telangana
506224,Veerannapet,Hanamkonda,Telangana
506142,Velair,Hanamkonda,Telangana
506221,Veldanda,Hanamkonda,Telangana
506244,Veldi,Hanamkonda,Telangana
506391,Vellampalli,Hanamkonda,Telangana
506366,Vemulapalli,Hanamkonda,Telangana
506145,Venkatadripet,Hanamkonda,Telangana
506352,Venkatapur,Hanamkonda,Telangana
506366,Venkatapur,Hanamkonda,Telangana
506003,Venkatapur,Hanamkonda,Telangana
506356,Venkataraopalli,Hanamkonda,Telangana
506145,Venkeswaraswamygutta,Hanamkonda,Telangana
506009,Vidyaranyapuri,Hanamkonda,Telangana
506143,Viswanathapur,Hanamkonda,Telangana
506172,Vodagudem,Hanamkonda,Telangana
506370,Waddepalli,Hanamkonda,Telangana
506303,Waddicherla,Hanamkonda,Telangana
506303,Waddicherla Nawabpet,Hanamkonda,Telangana
506303,Wanaparthy,Hanamkonda,Telangana
506142,Yelkurthy,Hanamkonda,Telangana
506201,Yellamula,Hanamkonda,Telangana
506371,Yellapur,Hanamkonda,Telangana
506175,Yenkiryal,Hanamkonda,Telangana
506175,Yerragolla Pahad,Hanamkonda,Telangana
506175,Yeswantapur,Hanamkonda,Telangana
505445,Achampalli,Karimnagar,Telangana
505305,Adivipadira,Karimnagar,Telangana
505532,Aggimalla,Karimnagar,Telangana
505330,Ailapur,Karimnagar,Telangana
505531,Aithpalli,Karimnagar,Telangana
505466,Akkannapet,Karimnagar,Telangana
505527,Algunur,Karimnagar,Telangana
505460,Allipur,Karimnagar,Telangana
505305,Almaspur,Karimnagar,Telangana
505526,Ambaripet,Karimnagar,Telangana
505306,Ambaripet,Karimnagar,Telangana
505450,Ammakkapet,Karimnagar,Telangana
505402,Ananthagiri,Karimnagar,Telangana
505524,Ananthapalli,Karimnagar,Telangana
505402,Anantharam,Karimnagar,Telangana
505469,Annaram,Karimnagar,Telangana
505302,Anpur,Karimnagar,Telangana
505466,Anthakpet,Karimnagar,Telangana
505455,Anthergaon,Karimnagar,Telangana
505001,Arepalli,Karimnagar,Telangana
505452,Arevelli,Karimnagar,Telangana
505415,Arnakonda,Karimnagar,Telangana
505529,Arpapalli,Karimnagar,Telangana
505401,Asifnagar,Karimnagar,Telangana
505325,Atmakur,Karimnagar,Telangana
505526,Atmakur,Karimnagar,Telangana
505405,Badnapalli,Karimnagar,Telangana
505403,Balarajpalli,Karimnagar,Telangana
505452,Balwanthapur,Karimnagar,Telangana
505303,Bandalingampalli,Karimnagar,Telangana
505404,Bandankal,Karimnagar,Telangana
505403,Bandapalli,Karimnagar,Telangana
505405,Baswapur,Karimnagar,Telangana
505473,Baswapur,Karimnagar,Telangana
505532,Bathkapalli,Karimnagar,Telangana
505403,Bavasaipet,Karimnagar,Telangana
505454,Beerpur,Karimnagar,Telangana
505528,Bejjanki,Karimnagar,Telangana
505453,Bheemaram,Karimnagar,Telangana
505415,Bhoopalapatnam,Karimnagar,Telangana
505460,Bhoopathipur,Karimnagar,Telangana
505462,Bhushanraopet,Karimnagar,Telangana
505524,Boenpalli,Karimnagar,Telangana
505001,Bommakal,Karimnagar,Telangana
505306,Bommena,Karimnagar,Telangana
505301,Bonala,Karimnagar,Telangana
505460,Bornapalli,Karimnagar,Telangana
505454,Buggaram,Karimnagar,Telangana
505415,Chakunta,Karimnagar,Telangana
505532,Chandoli,Karimnagar,Telangana
505301,Chandrampet,Karimnagar,Telangana
505403,Chandurthi,Karimnagar,Telangana
505325,Chavulamaddi,Karimnagar,Telangana
505473,Cheelapur,Karimnagar,Telangana
505402,Cheerlavancha,Karimnagar,Telangana
505001,Chegurthi,Karimnagar,Telangana
505302,Chekkapalli,Karimnagar,Telangana
505404,Chekode,Karimnagar,Telangana
505455,Chelgal,Karimnagar,Telangana
505469,Chengerla,Karimnagar,Telangana
505501,Cheppial,Karimnagar,Telangana
505467,Chigurumamidi,Karimnagar,Telangana
505532,Chilvakodur,Karimnagar,Telangana
505405,Chinnalingapur,Karimnagar,Telangana
505453,Chinnametpalli,Karimnagar,Telangana
505462,Chintakunta,Karimnagar,Telangana
505405,Chintalathana,Karimnagar,Telangana
505001,Chinthakunta,Karimnagar,Telangana
505331,Chittapur,Karimnagar,Telangana
505415,Chityalapalli,Karimnagar,Telangana
505415,Choppadandi,Karimnagar,Telangana
505466,Choutapalli,Karimnagar,Telangana
505001,Collectorate Complex,Karimnagar,Telangana
505450,Dabba,Karimnagar,Telangana
505405,Dacharam,Karimnagar,Telangana
505528,Dacharam,Karimnagar,Telangana
505304,Dammannapet,Karimnagar,Telangana
505455,Darur,Karimnagar,Telangana
505306,Desaipet,Karimnagar,Telangana
505451,Deshrajpalli,Karimnagar,Telangana
505425,Dharmapuri,Karimnagar,Telangana
505331,Dharmarajpalli,Karimnagar,Telangana
505301,Dharmaram,Karimnagar,Telangana
505001,Dist. Court Building,Karimnagar,Telangana
505425,Donthapur,Karimnagar,Telangana
505454,Donur,Karimnagar,Telangana
505462,Dulur,Karimnagar,Telangana
505303,Dumala,Karimnagar,Telangana
505462,Dumpet,Karimnagar,Telangana
505001,Durshed,Karimnagar,Telangana
505462,Ekeenpur,Karimnagar,Telangana
505401,Elgandal,Karimnagar,Telangana
505402,Ellanthakunta,Karimnagar,Telangana
505526,Endapalli,Karimnagar,Telangana
505450,Erdandi,Karimnagar,Telangana
505524,Fazilnagar,Karimnagar,Telangana
505528,Gagillapur,Karimnagar,Telangana
505305,Gajasingaram,Karimnagar,Telangana
505530,Galipalli,Karimnagar,Telangana
505304,Gambhiraopet,Karimnagar,Telangana
505306,Gambirpur,Karimnagar,Telangana
505301,Gandhichowk Srisilla,Karimnagar,Telangana
505455,Gandhinagar,Karimnagar,Telangana
505466,Gandipalli,Karimnagar,Telangana
505530,Ganeervaram,Karimnagar,Telangana
505445,Gangadhara,Karimnagar,Telangana
505305,Garjanapalli,Karimnagar,Telangana
505445,Garshakurthy,Karimnagar,Telangana
505445,Gattubhuthkur,Karimnagar,Telangana
505469,Gattududdenapalli,Karimnagar,Telangana
505526,Godhalpet,Karimnagar,Telangana
505305,Gollapalli,Karimnagar,Telangana
505532,Gollapalli (Karim Nagar),Karimnagar,Telangana
505425,Gopalpur,Karimnagar,Telangana
505531,Gopalraopet,Karimnagar,Telangana
505305,Gorintial,Karimnagar,Telangana
505467,Gouravelli,Karimnagar,Telangana
505306,Govindaram,Karimnagar,Telangana
505404,Gudem,Karimnagar,Telangana
505325,Gudur,Karimnagar,Telangana
505528,Gugilla,Karimnagar,Telangana
505526,Gullakota,Karimnagar,Telangana
505531,Gumlapur,Karimnagar,Telangana
505528,Gundaram,Karimnagar,Telangana
505473,Gundareddipalli,Karimnagar,Telangana
505531,Gundi,Karimnagar,Telangana
505530,Gunukula Kondapur,Karimnagar,Telangana
505454,Habshipur,Karimnagar,Telangana
505403,Hanmajipet,Karimnagar,Telangana
505467,Husnabad (Karim Nagar),Karimnagar,Telangana
505529,Ibrahimnagar,Karimnagar,Telangana
505450,Ibrahimpatnam (Karim Nagar),Karimnagar,Telangana
505481,Indurthi,Karimnagar,Telangana
505460,Itikyal,Karimnagar,Telangana
505455,Jabithapur,Karimnagar,Telangana
505526,Jagadevpet,Karimnagar,Telangana
505325,Jaggasagar,Karimnagar,Telangana
505327,Jagtial,Karimnagar,Telangana
505425,Jaina,Karimnagar,Telangana
505466,Jangaon,Karimnagar,Telangana
505530,Jangapalli,Karimnagar,Telangana
505001,Jawaharnagar (Karim Nagar),Karimnagar,Telangana
505405,Jillella,Karimnagar,Telangana
505460,Joganapalli,Karimnagar,Telangana
505307,Jogapur,Karimnagar,Telangana
505001,Jublikaman,Karimnagar,Telangana
505467,Kachapur,Karimnagar,Telangana
505454,Kalleda,Karimnagar,Telangana
505528,Kallepalli,Karimnagar,Telangana
505330,Kallur,Karimnagar,Telangana
505453,Kalvakota,Karimnagar,Telangana
505425,Kamalapur,Karimnagar,Telangana
505001,Kamanpur,Karimnagar,Telangana
505301,Kanagarthi,Karimnagar,Telangana
505401,Kandikatkur,Karimnagar,Telangana
505454,Kandlapalli,Karimnagar,Telangana
505325,Kandrikala,Karimnagar,Telangana
505526,Kapparaopet,Karimnagar,Telangana
505001,Karimnagar,Karimnagar,Telangana
505462,Kathalapur,Karimnagar,Telangana
505460,Katkapur,Karimnagar,Telangana
505301,Katkur,Karimnagar,Telangana
505466,Katkur,Karimnagar,Telangana
505453,Katlakunta,Karimnagar,Telangana
505531,Katnapalli,Karimnagar,Telangana
505466,Keshavapur,Karimnagar,Telangana
505327,Khila Jagtial,Karimnagar,Telangana
505303,Kishandaspet,Karimnagar,Telangana
505526,Kishanraopet,Karimnagar,Telangana
505501,Kodimial,Karimnagar,Telangana
505402,Kodurpaka,Karimnagar,Telangana
505473,Koheda,Karimnagar,Telangana
505301,Kolanur,Karimnagar,Telangana
505415,Kolimikunta,Karimnagar,Telangana
505454,Kolvai,Karimnagar,Telangana
505450,Komatikondapur,Karimnagar,Telangana
505325,Konapur,Karimnagar,Telangana
505325,Konaraopet,Karimnagar,Telangana
505301,Konaraopet,Karimnagar,Telangana
505453,Kondapur,Karimnagar,Telangana
505526,Kondapur,Karimnagar,Telangana
505303,Kondapur,Karimnagar,Telangana
505326,Koratla Bazar,Karimnagar,Telangana
505326,Koratla,Karimnagar,Telangana
505305,Koratlapet,Karimnagar,Telangana
505524,Korem,Karimnagar,Telangana
505304,Kothapalli,Karimnagar,Telangana
505481,Kothapalli,Karimnagar,Telangana
505451,Kothapalli (Karim Nagar),Karimnagar,Telangana
505526,Kothapet,Karimnagar,Telangana
505467,Kuchanapalli,Karimnagar,Telangana
505460,Kummarpalli,Karimnagar,Telangana
505473,Kurella,Karimnagar,Telangana
505445,Kurikyal,Karimnagar,Telangana
505529,Laxmipur,Karimnagar,Telangana
505531,Laxmipur,Karimnagar,Telangana
505405,Laxmipuram,Karimnagar,Telangana
505001,Left Flank Katta Rampur,Karimnagar,Telangana
505306,Lingampet,Karimnagar,Telangana
505307,Lingampet,Karimnagar,Telangana
505304,Lingannapet,Karimnagar,Telangana
505532,Lingapur,Karimnagar,Telangana
505325,Lingapur,Karimnagar,Telangana
505469,Lingapur,Karimnagar,Telangana
505527,Lower Manair Dam Colony,Karimnagar,Telangana
505452,Madampalli,Karimnagar,Telangana
505404,Maddikunta,Karimnagar,Telangana
505452,Maddulapalli,Karimnagar,Telangana
505452,Maddutla,Karimnagar,Telangana
505330,Madhapur,Karimnagar,Telangana
505425,Madhunur,Karimnagar,Telangana
505325,Maidpalli,Karimnagar,Telangana
505301,Malakpet,Karimnagar,Telangana
505451,Malkapur,Karimnagar,Telangana
505466,Mallampalli,Karimnagar,Telangana
505529,Mallannapet,Karimnagar,Telangana
505401,Mallapur,Karimnagar,Telangana
505469,Mallapur,Karimnagar,Telangana
505331,Mallapur,Karimnagar,Telangana
505445,Mallapur,Karimnagar,Telangana
505403,Mallaram,Karimnagar,Telangana
505304,Mallareddipet,Karimnagar,Telangana
505307,Mallial,Karimnagar,Telangana
505452,Mallial,Karimnagar,Telangana
505301,Mamidipalli,Karimnagar,Telangana
505304,Manair Project,Karimnagar,Telangana
505469,Manakondur,Karimnagar,Telangana
505452,Manala,Karimnagar,Telangana
505307,Manala-i,Karimnagar,Telangana
505405,Mandepalli,Karimnagar,Telangana
505454,Mangala,Karimnagar,Telangana
505462,Mannegudem,Karimnagar,Telangana
505469,Mannempalli,Karimnagar,Telangana
505401,Manwada,Karimnagar,Telangana
505302,Marpaka,Karimnagar,Telangana
505403,Marrigadda,Karimnagar,Telangana
505403,Marripalli,Karimnagar,Telangana
505301,Marthanpet,Karimnagar,Telangana
505453,Medpalli,Karimnagar,Telangana
505460,Mehtapur,Karimnagar,Telangana
505325,Metpalli Bazar,Karimnagar,Telangana
505325,Metpalli,Karimnagar,Telangana
505325,Mettachittapur,Karimnagar,Telangana
505466,Mirzapur,Karimnagar,Telangana
505331,Mogalpet,Karimnagar,Telangana
505453,Mohanraopet,Karimnagar,Telangana
505403,Moodapalli,Karimnagar,Telangana
505460,Mootapalli,Karimnagar,Telangana
505455,Morapalli,Karimnagar,Telangana
505455,Motha,Karimnagar,Telangana
505531,Mothe,Karimnagar,Telangana
505304,Mucherla,Karimnagar,Telangana
505481,Mudimanikyam,Karimnagar,Telangana
505001,Mukarampura,Karimnagar,Telangana
505402,Mukshanpet,Karimnagar,Telangana
505481,Mulkanur,Karimnagar,Telangana
